isbn,title,author,year
0385339666,The Chamber,John Grisham,1994
1416903569,Impulse,Ellen Hopkins,2007
0006471250,A Stranger in the Mirror,Sidney Sheldon,1976
0345418778,Mostly Harmless,Douglas Adams,1992
1936305550,Gabriel's Rapture,Sylvain Reynard,2012
0586062009,Robots and Empire,Isaac Asimov,1985
0486282228,Pygmalion,George Bernard Shaw,1912
1400068169,Clara and Mr. Tiffany,Susan Vreeland,2010
081299860X,The Girls,Emma Cline,2016
141650964X,The Farthest Shore,Ursula K. Le Guin,1972
1416589643,The Other Hand,Chris Cleave,2008
0374384711,The Winner's Crime,Marie Rutkoski,2015
0399230033,"Good Night, Gorilla",Peggy Rathmann,1994
0547229895,The Crossing Places,Elly Griffiths,2009
0345476883,The Vampire Lestat,Anne Rice,1985
1416523715,Leaves of Grass,Walt Whitman,1855
0425266745,Easy,Tammara Webber,2012
0006479677,If Tomorrow Comes,Sidney Sheldon,1985
0553807242,Live To Tell,Lisa Gardner,2010
0142404624,Travel Team,Mike Lupica,2004
0061797057,The Calling,Kelley Armstrong,2012
8466302948,Pandora,Anne Rice,1998
1400043921,The Keep,Jennifer Egan,2006
0743244583,Chronicles: Volume One,Bob Dylan,2004
0803740166,Roller Girl,Victoria Jamieson,2015
0441102670,Chapterhouse: Dune,Frank Herbert,1985
1455502758,Mortality,Christopher Hitchens,2012
0446698466,At First Sight,Nicholas Sparks,2004
1841499900,Caliban's War,James S.A. Corey,2012
0312624689,Awake at Dawn,C.C. Hunter,2011
0385532350,Dexter Is Delicious,Jeff Lindsay,2010
0425240169,A Lot Like Love,Julie James,2011
0573613052,Huis clos,Jean-Paul Sartre,1944
0399254129,Between Shades of Gray,Ruta Sepetys,2011
1401359604,Bergdorf Blondes,Plum Sykes,2004
0060510862,The Forever War,Joe Haldeman,1974
0765343266,Son of the Shadows,Juliet Marillier,2000
1596435690,Birthmarked,Caragh M. O'Brien,2010
044669570X,Native Tongue,Carl Hiaasen,1991
0061977969,Reamde,Neal Stephenson,2011
037542380X,Black Hole,Charles Burns,1995
0525950125,The Woods,Harlan Coben,2007
0140285679,About a Boy,Nick Hornby,1998
0007350430,The Time of My Life,Cecelia Ahern,2011
0590452037,Maniac Magee,Jerry Spinelli,1990
1416509631,Tehanu,Ursula K. Le Guin,1990
0440227534,Number the Stars,Lois Lowry,1989
1844285081,Curious George Takes a Job,H.A. Rey,1947
0452283205,Falling Angels,Tracy Chevalier,2001
1439123128,Demon From the Dark ,Kresley Cole,2010
0525426582,The One Plus One,Jojo Moyes,2014
0310247527,One Tuesday Morning,Karen Kingsbury,2003
0778317706,Pretty Baby,Mary Kubica,2015
0765346524,Wizard's First Rule,Terry Goodkind,1994
0571198775,Wit : A Play,Margaret Edson,1995
0224094157,The Sense of an Ending,Julian Barnes,2011
0142001805,The Eyre Affair,Jasper Fforde,2001
0140504206,Where's Spot? ,Eric Hill,1980
0446616494,Hour Game,David Baldacci,2004
0061449180,Light,Michael  Grant,2013
0062225073,Not My Father's Son,Alan Cumming,2014
0446606243,The Tenth Justice,Brad Meltzer,1997
0750026049,The Hat,Jan Brett,1997
0297859382,Gone Girl,Gillian Flynn,2012
0446580856,Radiant Angel,Nelson DeMille,2015
0525952063,Live Wire,Harlan Coben,2011
1582349010,River Secrets,Shannon Hale,2006
0743453255,Forrest Gump,Winston Groom,1986
0765348780,Gardens of the Moon,Steven Erikson,1999
0671739166,The Story of Philosophy,Will Durant,1926
0670020532,Why Evolution Is True,Jerry A. Coyne,2008
0307237907,Passion's Reign,Karen Harper,1983
0749744812,First Term at Malory Towers,Enid Blyton,1946
0553283685,Hyperion,Dan Simmons,1989
0765316986,Zoe's Tale,John Scalzi,2008
0439771277,Out of the Dust,Karen Hesse,1997
1408857391,The Mime Order,Samantha Shannon,2015
0345352661,Guardians of the West,David Eddings,1985
0312422288,Sellevision,Augusten Burroughs,2000
1596437138,Anya's Ghost,Vera Brosgol,2011
0060758287,Shaman's Crossing,Robin Hobb,2005
0399184511,The Mothers,Brit Bennett,2016
0451201027,Friends and Lovers,Eric Jerome Dickey,1997
0316030899,Rose in Bloom,Louisa May Alcott,1876
0553496689,The Sun Is Also a Star,Nicola Yoon,2016
0425161293,Hocus Pocus,Kurt Vonnegut Jr.,1990
1423121317,Demonglass,Rachel Hawkins,2011
0345481283,His Majesty's Dragon,Naomi Novik,2006
0786939842,The Legacy,R.A. Salvatore,1992
0307406105,Infected,Scott Sigler,2008
0007233701,The Book of Tomorrow,Cecelia Ahern,2009
0727860992,Hell House,Richard Matheson,1971
0451225724,Lord of Misrule,Rachel Caine,2008
0142401420,Outcast of Redwall,Brian Jacques,1995
0451155750,The Dead Zone,Stephen King,1979
0060009241,See Jane Score,Rachel Gibson,2003
0312577214,Fly Away,Kristin Hannah,2013
0553154346,Big Red,"Jim Kjelgaard, Carl Pfeuffer",1945
0061470856,Serena,Ron Rash,2008
0375821821,Flush,Carl Hiaasen,2005
0679776591,Fugitive Pieces,Anne Michaels,1996
0099446723,Blackwood Farm,Anne Rice,2002
031232118X,Something Borrowed,Emily Giffin,2004
1416520406,The Book of Luke,Jenny O'Connell,2007
1416548483,The Tin Roof Blowdown,James Lee Burke,2007
0002317850,Sleeping Murder,Agatha Christie,1976
0062224735,Cruel Beauty,Rosamund Hodge,2014
0061990655,A Beautiful Dark ,Jocelyn Davies,2011
0515124648,The Shadowy Horses,Susanna Kearsley,1997
0345419359,All the Weyrs of Pern,Anne McCaffrey,1991
0553381539,Beach Music,Pat Conroy,1975
1423157524,In The Afterlight,Alexandra Bracken,2014
0778325806,Sea Glass,Maria V. Snyder,2009
0802142818,The Inheritance of Loss,Kiran Desai,2006
0553807137,Your Heart Belongs to Me,Dean Koontz,2008
0345480260,A Redbird Christmas,Fannie Flagg,2004
038560310X,House of Leaves,Mark Z. Danielewski,2000
1594487871,Unfamiliar Fishes,Sarah Vowell,2011
0307460207,The Baker's Daughter,Sarah McCoy,2012
0679766758,Push,Sapphire,1996
0684804522,The Garden of Eden,Ernest Hemingway,1985
1442416866,City of Lost Souls,Cassandra Clare,2012
0156031612,The End of Mr. Y.,Scarlett Thomas,2006
0525423664,Reached,Ally Condie,2012
0064407314,Monster,Walter Dean Myers,1999
0553565699,Assassin's Quest,Robin Hobb,1997
1406309354,Snakehead,Anthony Horowitz,2007
055323370X,Emily of New Moon,L.M. Montgomery,1923
0061566179,Wanted,Sara Shepard,2010
0595440096,Still Alice,Lisa Genova,2007
0060737557,Suicide Notes,Michael Thomas Ford,2008
0395304482,Jumanji,Chris Van Allsburg,1981
1416940286,Caddie Woodlawn,Carol Ryrie Brink,1935
0743253973,A Separate Peace,John Knowles,1959
038533947X,Beyond Reach,Karin Slaughter,2007
0062071076,Fragments,Dan Wells,2013
0399250573,Scorpia Rising,Anthony Horowitz,2011
0062498533,The Hate U Give,Angie Thomas,2017
0316187704,Rise of Empire,Michael J. Sullivan,2010
0515114693,Born in Fire ,Nora Roberts,1994
1439180962,I'll Walk Alone,Mary Higgins Clark,2011
0140255559,Two for the Dough,Janet Evanovich,1996
1594489998,The Wordy Shipmates,Sarah Vowell,2008
0425163717,Holiday in Death,J.D. Robb,1998
0778324214,Stray,Rachel Vincent,2007
0446677167,Stormy Weather,Carl Hiaasen,1995
1406350486,More Than This,Patrick Ness,2013
0061284394,Evernight,Claudia Gray,2008
0345383273,Domes of Fire,David Eddings,1992
0060874198,A Kiss in Time,Alex Flinn,2008
078572902X,Shoeless Joe,W.P. Kinsella,1982
0671743058,Boy's Life,Robert McCammon,1991
0099303744,Disclosure,Michael Crichton,1994
0670061018,Twisted,Laurie Halse Anderson,2007
0441013678,Count Zero,William Gibson,1986
143913376X,The Puppet Masters,Robert A. Heinlein,1951
0440993717,The Wave,"Morton Rhue, Todd Strasser",1981
0006178715,The Stars Shine Down,Sidney Sheldon,1992
1595143211,Silver Shadows,Richelle Mead,2014
0449016196,The End of Eternity,Isaac Asimov,1955
1559362766,Doubt: A Parable,John Patrick Shanley,2005
0060724501,Ready or Not,Meg Cabot,2005
1400063736,Let the Great World Spin,Colum McCann,2009
0375726403,Empire Falls,Richard Russo,2001
0545123283,Linger,Maggie Stiefvater,2010
0061230944,The Last Oracle,James Rollins,2008
0345504984,The Twelve,Justin Cronin,2012
0061957895,A Perfect Blood,Kim Harrison,2012
0345498208,Summer House,Nancy Thayer,2009
0142400300,The Bellmaker,Brian Jacques,1994
0316011274,Luna,Julie Anne Peters,2004
0007119356,Appointment with Death,Agatha Christie,1938
0007157169,Perelandra,C.S. Lewis,1943
006121471X,Fragile Eternity,Melissa Marr,2009
0007245823,A Vintage Affair,Isabel Wolff,2009
0439023483,The Hunger Games,Suzanne Collins,2008
0446690457,The Poet,Michael Connelly,1996
0615651011,The First Confessor,Terry Goodkind,2012
0060393491,The Hour I First Believed,Wally Lamb,2007
1400033837,A Thousand Acres,Jane Smiley,1991
044640103X,Pleasure Unbound,Larissa Ione,2008
1419711326,Hard Luck,Jeff Kinney,2013
0061659258,Darkest Mercy,Melissa Marr,2011
0805092528,Rubinrot,"Kerstin Gier, Anthea Bell",2009
0060534044,Kisscut,Karin Slaughter,2002
0446699551,The Closers,Michael Connelly,2005
0330371231,High Five,Janet Evanovich,1999
0679457313,The God of Small Things,Arundhati Roy,1997
1442403543,City of Fallen Angels,Cassandra Clare,2011
1416950052,Identical,Ellen Hopkins,2008
1582349177,City of Masks,Mary Hoffman,2002
157322359X,Journals,Kurt Cobain,2002
1481438867,Until Friday Night,Abbi Glines,2015
0451210859,The Drawing of the Three,Stephen King,1987
039953346X,Wreck This Journal,Keri Smith,2007
0312270828,The Satanic Verses,Salman Rushdie,1988
0060825316,The Madonnas of Leningrad,Debra Dean,2006
0553381547,The Prince of Tides,Pat Conroy,1986
1250067847,Orphan X,Gregg Hurwitz,2016
0553588249,Life Expectancy,Dean Koontz,2004
0441015891,From Dead to Worse,Charlaine Harris,2008
0553392425,Fool's Assassin,Robin Hobb,2014
0373211392,Talon,Julie Kagawa,2014
0345455681,London: The Novel,Edward Rutherfurd,1997
0345527712,Explosive Eighteen,Janet Evanovich,2011
0440244056,Fine Things,Danielle Steel,1987
0399170871,Obsession in Death,J.D. Robb,2015
1563127873,The Lottery,Shirley Jackson,1948
0006280560,The Great Divorce,C.S. Lewis,1945
0007331908,The Pagan Lord,Bernard Cornwell,2013
0670016381,Dear Daughter,Elizabeth Little,2014
0312575939,Glimmerglass,Jenna Black,2010
0316020729,Rescue,Anita Shreve,2010
1595143378,The Replacement,Brenna Yovanoff,2010
0312642989,Winter,Marissa Meyer,2015
0062012037,Goddess,Josephine Angelini,2013
061871166X,The Hungry Tide,Amitav Ghosh,2004
1420103733,To Challenge a Dragon,G.A. Aiken,2004
1476717486,Effortless,S.C. Stephens,2011
0515139742,Northern Lights,Nora Roberts,2004
0743281632,The Watchman,Robert Crais,2007
0345521307,The Paris Wife,Paula McLain,2011
0804178321,Half a King,Joe Abercrombie,2014
0385339658,The King of Torts,John Grisham,2003
0316017442,The Terror,Dan Simmons,2007
0340911719,Mad Dogs,Robert Muchamore,2007
0553587080,Haunted,Kelley Armstrong,2005
0676979343,Unaccustomed Earth,Jhumpa Lahiri,2008
0374158460,Freedom,Jonathan Franzen,2010
0345369351,Sorceress of Darshiva,David Eddings,1989
0061996203,Boundless,Cynthia Hand,2013
0064410471,So B. It,Sarah Weeks,2004
055215315X,Lords and Ladies,Terry Pratchett,1992
0140045295,Sometimes a Great Notion,Ken Kesey,1964
0399159894,Whiskey Beach,Nora Roberts,2013
0140014454,Under The Net,Iris Murdoch,1954
0061944394,Big Nate on a Roll,Lincoln Peirce,2009
0060256710,The Missing Piece,Shel Silverstein,1976
0316166685,The Lovely Bones,Alice Sebold,2002
0060987324,Girlfriend in a Coma,Douglas Coupland,1998
0451210743,Hornet Flight,Ken Follett,2002
0749009519,The Rose Garden,Susanna Kearsley,2011
1849163847,The Black house,Peter  May,2009
0441013333,Dead as a Doornail ,Charlaine Harris,2005
000712774X,The Illustrated Man,Ray Bradbury,1951
0399155686,The Defector,Daniel Silva,2009
0316069906,Eating Animals,Jonathan Safran Foer,2009
1594633118,The Paying Guests,Sarah Waters,2014
0451459873,Blood Rites,Jim Butcher,2004
0061449156,Fear,Michael  Grant,2012
0316125849,I Hunt Killers,Barry Lyga,2012
0060827696,Sunset,Erin Hunter,2006
0156029022,A Drink Before the War,Dennis Lehane,1994
0886778581,Green Rider,Kristen Britain,1998
084230052X,The Atonement Child,Francine Rivers,1997
0553213148,Anne of Avonlea,L.M. Montgomery,1909
1400077915,Runaway,Alice Munro,2004
0374404143,Annie on My Mind,Nancy Garden,1982
0312605390,Love in the Afternoon,Lisa Kleypas,2010
0061177598,Women,Charles Bukowski,1978
1476727651,Doctor Sleep,Stephen King,2013
0345467531,Magic Hour,Kristin Hannah,2006
0552153257,Feet of Clay,Terry Pratchett,1996
0062060759,Incarnate,Jodi Meadows,2012
0006174434,The Sands of Time,Sidney Sheldon,1988
0446694533,Gods in Alabama,Joshilyn Jackson,2005
0380753022,Gentle Rogue,Johanna Lindsey,1990
0812976185,One True Thing,Anna Quindlen,1994
0373774524,Chasing Perfect,Susan Mallery,2010
1847386823,Dark Reunion,L.J. Smith,1991
1595540350,White,Ted Dekker,2004
0679781498,Less Than Zero,Bret Easton Ellis,1985
0375828788,Trickster's Queen,Tamora Pierce,2004
0679759328,Hotel du Lac,Anita Brookner,1984
1862308160,Forbidden,Tabitha Suzuma,2010
1594206627,Eileen,Ottessa Moshfegh,2015
0525471340,Skippyjon Jones,Judy Schachner,2003
0441008658,Spindle's End,Robin McKinley,2000
1490904387,Dust,Hugh Howey,2013
0553584529,The Killing Hour,Lisa Gardner,2003
0743482832,The Tempest,William Shakespeare,1623
0571171788,Pigs in Heaven,Barbara Kingsolver,1993
0553807722,What the Night Knows,Dean Koontz,2010
0394402677,The Boys from Brazil,Ira Levin,1976
0061869708,The Lying Game,Sara Shepard,2010
038072801X,Ramona Forever,Beverly Cleary,1984
1440154236,The Siren,Kiera Cass,2009
1439102392,Spider Bones,Kathy Reichs,2010
1476778019,Beautiful Secret,Christina Lauren,2015
1416989404,The Forbidden Game,L.J. Smith,1997
0441328008,Heretics of Dune,Frank Herbert,1984
0451194004,Rosemary's Baby,Ira Levin,1967
1596064854,Legion,Brandon Sanderson,2012
1423147952,Uncommon Criminals,Ally Carter,2011
0765316978,The Last Colony,John Scalzi,2007
0142406252,The Truth About Forever,Sarah Dessen,2004
0802170390,The Gathering,Anne Enright,2007
0525476881,An Abundance of Katherines,John Green,2006
0375833641,Wildwood Dancing,Juliet Marillier,2007
0375701966,The Moviegoer,Walker Percy,1961
0767902890,The Things They Carried,Tim O'Brien,1990
006174266X,Ungifted,Gordon Korman,2012
068816112X,Replay,Ken Grimwood,1986
0803731558,Seeing Redd,Frank Beddor,2007
0307264238,A Mercy,Toni Morrison,2008
0062118692,Breathe,Sarah Crossan,2012
0375424148,Habibi,Craig Thompson,2011
0810918684,Animalia,Graeme Base,1986
0143017861,Three Day Road,Joseph Boyden,2005
0446612707,Nights in Rodanthe,Nicholas Sparks,2002
0679721037,Hiroshima,John Hersey,1946
1423166000,Perfect Scoundrels,Ally Carter,2013
0765328658,Anna Dressed in Blood,Kendare Blake,2011
0983157200,Half-Blood,Jennifer L. Armentrout,2011
0425259870,Blood Magick,Nora Roberts,2014
0544409914,Girl Waits with Gun,Amy  Stewart,2015
0345032799,Games People Play,Eric Berne,1964
0778328791,These things hidden,Heather Gudenkauf,2011
1620402750,Before we met,Lucie Whitehouse,2014
141699176X,Pathfinder,Orson Scott Card,2010
0449000753,Dances with Wolves,Michael Blake,1988
1605977276,A Modest Proposal,Jonathan Swift,1729
0575096578,Deadlocked,Charlaine Harris,2012
0761147489,I Will Teach You To Be Rich,Ramit Sethi,2009
0007350481,One Hundred Names,Cecelia Ahern,2012
0553380966,The Diamond Age,Neal Stephenson,1995
1419702238,Cabin Fever,Jeff Kinney,2010
0373210493,Pushing the Limits,Katie McGarry,2012
0142408654,A Countess Below Stairs,Eva Ibbotson,1981
1416516727,All Around the Town,Mary Higgins Clark,1992
0156031663,Those Who Save Us,Jenna Blum,2004
0743418735,Perfect Match,Jodi Picoult,2002
0698193032,The Bourbon Kings,J.R. Ward,2015
9991373764,Freckle Juice,Judy Blume,1978
9707311169,La tregua,Mario Benedetti,1960
160751351X,The Night Angel Trilogy,Brent Weeks,2009
0060887184,The Last Kingdom,Bernard Cornwell,2004
0060541814,The Andromeda Strain,Michael Crichton,1969
1468139339,Wait for Me,Elisabeth Naughton,2011
0316219037,Promise of Blood,Brian  McClellan,2013
0061120081,To Kill a Mockingbird,Harper Lee,1960
0517543052,Be Here Now,"Ram Dass, Richard Alpert",1971
044658083X,The Lion,Nelson DeMille,2010
0743263065,Ironweed,William  Kennedy,1983
0061431621,The Lollipop Shoes,Joanne Harris,2007
0061128856,What The Dead Know,Laura Lippman,2007
0061974587,The Rise of Nine,Pittacus Lore,2012
0307962520,Prince Lestat,Anne Rice,2014
1471110672,The Farm,Tom Rob Smith,2014
1416914293,City of Ashes,Cassandra Clare,2008
0500275823,The Shock of the New,Robert Hughes,1980
044022750X,The River,Gary Paulsen,1991
0006480101,Royal Assassin,Robin Hobb,1996
0316013838,Sea Glass,Anita Shreve,2002
0751504572,Eyes of the Dragon,Stephen King,1987
0374203059,The Marriage Plot,Jeffrey Eugenides,2011
0385743564,Steelheart,Brandon Sanderson,2013
0316069485,The Reversal,Michael Connelly,2010
1416936491,Just Ella,Margaret Peterson Haddix,1999
0062117181,Defiance,C.J. Redwine,2012
006195795X,The Witch with No Name,Kim Harrison,2014
0385741774,Meant to Be,Lauren Morrill,2012
1250049555,Carry On,Rainbow Rowell,2015
0062088149,A Land More Kind Than Home,Wiley Cash,2012
0316098108,Aurora,Kim Stanley Robinson,2015
0441017029,Magic Strikes,Ilona Andrews,2009
0399504338,Amphigorey,Edward Gorey,1972
0060931728,Ariel,Sylvia Plath,1965
0307267679,Blue Nights,Joan Didion,2011
0316133973,Days of Blood & Starlight,Laini Taylor,2012
0446696137,A Bend in the Road,Nicholas Sparks,2001
0425067947,The Murder on the Links,Agatha Christie,1923
0575113294,The Red Knight,Miles  Cameron,2012
1594480036,Grass for His Pillow ,Lian Hearn,2003
0552551317,Girls in Love,Jacqueline Wilson,1997
0842339655,The Holiness of God,R.C. Sproul,1984
0061229695,Vampires are Forever,Lynsay Sands,2008
0805090053,"Girl, Stolen",April Henry,2010
0316016381,Then We Came to the End,Joshua Ferris,2007
0439324599,Cut,Patricia McCormick,2000
145162137X,Brain on Fire,Susannah Cahalan,2012
1620610116,Onyx,Jennifer L. Armentrout,2012
1423146727,The House of Hades,Rick Riordan,2013
0345503821,The Daylight War,Peter V. Brett,2013
0553268465,The Dogs of War,Frederick Forsyth,1974
1406310271,Monsters of Men,Patrick Ness,2010
1416544186,Downtown Owl,Chuck Klosterman,2008
0399159347,The Husband's Secret ,Liane Moriarty,2013
1416524517,Cell,Stephen King,2006
0425193942,Sullivan's Island,Dorothea Benton Frank,1999
0525423346,A Tale Dark and Grimm,Adam Gidwitz,2010
1857231511,The Sword of Shannara,Terry Brooks,1977
0375703829,Seta,Alessandro Baricco,1996
0553587579,Foundation and Earth,Isaac Asimov,1986
1582349908,The Goose Girl,Shannon Hale,2003
1841957178,The Penelopiad,Margaret Atwood,2005
0061160881,This Body of Death,Elizabeth  George,2010
1555838537,Stone Butch Blues,Leslie Feinberg,1993
0809015803,All But My Life,Gerda Weissmann Klein,1959
0812993802,Tenth of December,George Saunders,2013
1444705105,Broken Harbor,Tana French,2012
0141186356,Giovanni's Room,James     Baldwin,1956
0061566152,Heartless,Sara Shepard,2010
0312658656,My Last Duchess,Daisy Goodwin,2010
0060588284,Kitten's First Full Moon,Kevin Henkes,2004
0812536355,A Deepness in the Sky,Vernor Vinge,1998
0375701044,Personal History,Katharine Graham,1997
039915597X,U Is for Undertow,Sue Grafton,2009
0061056901,Interesting Times,Terry Pratchett,1994
078685149X,The Supernaturalist,Eoin Colfer,2004
0375761144,Our Mutual Friend,Charles Dickens,1865
0802131786,Tropic of Cancer,Henry Miller,1934
0062257838,The Perfume Collector,Kathleen Tessaro,2013
0312206488,Excalibur,Bernard Cornwell,1997
0571225381,The Remains of the Day,Kazuo Ishiguro,1989
0060525657,A Dangerous Path,Erin Hunter,2004
1423170288,Alienated,Melissa Landers,2014
0553568019,Rogue Squadron,Michael A. Stackpole,1996
